location,information,sales_price
Adapazarı - Semerciler Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,6.000 TL
Adapazarı - Semerciler Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,5.000 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,6.000 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,4.500 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,3.500 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,6.000 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,4.500 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,5.000 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,2.500 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,6.000 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,5.000 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,4.500 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,3.500 TL
Adapazarı - Cumhuriyet Mahallesi,Daire | Stüdyo | 2. Kat | 20 m²,5.000 TL
Adapazarı - Cumhuriyet Mahallesi,Daire | Stüdyo | 2. Kat | 20 m²,3.500 TL
Adapazarı - Cumhuriyet Mahallesi,Daire | Stüdyo | 2. Kat | 20 m²,4.500 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 1. Kat | 25 m²,2.500 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 3. Kat | 25 m²,3.500 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,3.500 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 3. Kat | 25 m²,2.500 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,3.000 TL
Adapazarı - Orta Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,6.000 TL
Adapazarı - Semerciler Mahallesi,Daire | Stüdyo | 3. Kat | 30 m²,5.500 TL
Adapazarı - Semerciler Mahallesi,Daire | Stüdyo | 3. Kat | 30 m²,5.500 TL
Akyazı - Ömercikler Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,12.000 TL
Kocaali - Alandere Mahallesi,Daire | 3+2 | Yüksek giriş | 200 m²,7.000 TL
Karasu - Yalı Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,10.000 TL
Karasu - Yalı Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,3.000 TL
Adapazarı - Korucuk Mahallesi,Daire | 3+1 | 2. Kat | 110 m²,15.000 TL
Adapazarı - Göktepe Mahallesi,Daire | 3+1 | Kot 2 (-2). Kat | 150 m²,15.000 TL
Arifiye - Arifbey Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 55 m²,8.000 TL
Adapazarı - Cumhuriyet Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,13.900 TL
Adapazarı - Semerciler Mahallesi,Daire | 1 Oda | 2. Kat | 35 m²,5.000 TL
Adapazarı - Semerciler Mahallesi,Daire | 1 Oda | 2. Kat | 35 m²,3.500 TL
Adapazarı - Semerciler Mahallesi,Daire | 1 Oda | 2. Kat | 35 m²,4.500 TL
Adapazarı - Karaman Mahallesi,Daire | 3+1 | 1. Kat | 110 m²,15.000 TL
Serdivan - Kemalpaşa Mahallesi,Daire | 2+1 | 3. Kat | 75 m²,18.000 TL
Adapazarı - Hızırtepe Mahallesi,Daire | 2+1 | Bahçe katı | 100 m²,15.000 TL
Serdivan - Kemalpaşa Mahallesi,Daire | 3+1 | 2. Kat | 85 m²,25.000 TL
Adapazarı - Tekeler Mahallesi,Daire | 3+1 | 3. Kat | 125 m²,15.000 TL
Adapazarı - Yenidoğan Mahallesi,Daire | 2+1 | Kot 3 (-3). Kat | 110 m²,17.000 TL
Adapazarı - Cumhuriyet Mahallesi,Daire | 2+1 | 1. Kat | 65 m²,21.000 TL
Serdivan - Kemalpaşa Mahallesi,Daire | 2+1 | 3. Kat | 70 m²,17.500 TL
Adapazarı - Yenidoğan Mahallesi,Daire | 1+1 | 3. Kat | 50 m²,18.000 TL
Arifiye - Fatih Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,22.000 TL
Karasu - Kabakoz Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,15.000 TL
Sapanca - Yeni Mahallesi,Daire | 3+1 | Çatı katı | 165 m²,34.000 TL
Karasu - Aziziye Mahallesi,Daire | 1+1 | Yüksek giriş | 55 m²,16.000 TL
Hendek - Akova Mahallesi,Daire | 3+1 | 3. Kat | 125 m²,14.000 TL
Serdivan - İstiklal Mahallesi,Daire | 3+1 | 5. Kat | 140 m²,18.500 TL
Adapazarı - Mithatpaşa Mahallesi,Daire | 1+1 | Yüksek giriş | 45 m²,20.000 TL
Akyazı - Hastahane Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 45 m²,8.000 TL
Adapazarı - 15 Temmuz Camili Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,13.000 TL
Adapazarı - Orta Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,18.000 TL
Karasu - Aziziye Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,20.000 TL
Erenler - Bağlar Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,18.000 TL
Serdivan - Bahçelievler Mahallesi,Daire | 2+1 | 2. Kat | 55 m²,18.000 TL
Serdivan - Kemalpaşa Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,35.000 TL
Hendek - Köprübaşı Mahallesi,Daire | 2+1 | Yüksek giriş | 95 m²,15.000 TL
Akyazı - Gazi Süleyman Paşa Mahallesi,Daire | 3+1 | 2. Kat | 132 m²,17.750 TL
Serdivan - Kemalpaşa Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,18.500 TL
Serdivan - İstiklal Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,14.000 TL
