location,information,sales_price
Menemen - Gazi Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,23.000 TL
Karşıyaka - Goncalar Mahallesi,Daire | 2+1 | Yüksek giriş | 85 m²,27.000 TL
Buca - Buca Koop. Mahallesi,Daire | 3+1 | 7. Kat | 140 m²,24.000 TL
Çiğli - Küçük Çiğli Mahallesi,Daire | 2+1 | 5. Kat | 115 m²,40.000 TL
Buca - Şirinkapı Mahallesi,Daire | 3+1 | 1. Kat | 140 m²,15.000 TL
Konak - Kahramanlar Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,30.000 TL
Konak - Akın Simav Mahallesi,Daire | 3+1 | 5. Kat | 135 m²,28.000 TL
Karabağlar - General Kazım Özalp Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 70 m²,18.000 TL
Karabağlar - Üçkuyular Mahallesi,Daire | Stüdyo | Düz Giriş (Zemin) | 40 m²,16.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,18.000 TL
Konak - Güzelyalı Mahallesi,Daire | 3+1 | 3. Kat | 147 m²,36.000 TL
Konak - Çankaya Mahallesi,Daire | Stüdyo | Düz Giriş (Zemin) | 30 m²,14.000 TL
Balçova - Onur Mahallesi,Daire | Stüdyo | Yüksek giriş | 25 m²,13.500 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,50.000 TL
Konak - Kılıç Reis Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,21.000 TL
Buca - Yıldız Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,16.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,25.000 TL
Bayraklı - Çiçek Mahallesi,Daire | 2+1 | 2. Kat | 60 m²,25.000 TL
Karşıyaka - Goncalar Mahallesi,Daire | 3+1 | 5. Kat | 120 m²,25.000 TL
Karşıyaka - Şemikler Mahallesi,Daire | 2+1 | Yüksek giriş | 75 m²,30.000 TL
Çiğli - Yeni Mahalle Mahallesi,Daire | 2+1 | 4. Kat | 80 m²,23.500 TL
Çiğli - Ataşehir Mahallesi,Daire | 1+1 | 3. Kat | 70 m²,22.000 TL
Foça - Mustafa Kemal Atatürk Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,35.000 TL
Seferihisar - Turabiye Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,27.000 TL
Bergama - Fatih Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,15.000 TL
Buca - Yıldız Mahallesi,Daire | 1+1 | 1. Kat | 48 m²,16.500 TL17.500 TL
Karşıyaka - Donanmacı Mahallesi,Daire | 3+1 | 3. Kat | 143 m²,75.000 TL
Urla - Kuşçular Mahallesi,Daire | 4+1 | Bahçe dublex | 110 m²,80.000 TL85.000 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,25.000 TL
Karşıyaka - Nergiz Mahallesi,Daire | 2+1 | 5. Kat | 120 m²,25.000 TL
Karabağlar - Sarıyer Mahallesi,Daire | 1+1 | Yüksek giriş | 30 m²,12.500 TL
Torbalı - Torbalı Mahallesi,Daire | 2+1 | 2. Kat | 105 m²,23.000 TL
Konak - Mehtap Mahallesi,Daire | 3+1 | Yüksek giriş | 130 m²,16.000 TL
Buca - Fırat Mahallesi,Daire | 3+1 | Yüksek giriş | 100 m²,20.000 TL
Konak - Selçuk Mahallesi,Daire | 1+1 | 1. Kat | 85 m²,24.000 TL
Buca - Akıncılar Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,27.500 TL
Bayraklı - Muhittin Erener Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,15.000 TL
Buca - Buca Koop. Mahallesi,Daire | 3+1 | 6. Kat | 130 m²,38.000 TL
Karabağlar - Yurdoğlu Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,20.000 TL
Narlıdere - Narlı Mahallesi,Daire | 3+1 | 5. Kat | 165 m²,45.000 TL
Bayraklı - Mansuroğlu Mahallesi,Daire | 1+1 | 11. Kat | 52 m²,32.500 TL35.000 TL
Bayraklı - 75. Yıl Mahallesi,Daire | 3+1 | 5. Kat | 150 m²,29.000 TL
Menemen - İnönü Mahallesi,Daire | 2+1 | Bahçe katı | 60 m²,20.000 TL
Çeşme - Ardıç Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 110 m²,120.000 TL
Balçova - Onur Mahallesi,Daire | 1+1 | 3. Kat | 75 m²,34.000 TL
Bornova - Evka 4 Mahallesi,Daire | 3+1 | 4. Kat | 98 m²,20.000 TL
Seferihisar - Payamlı Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,23.000 TL
Urla - İskele Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,30.000 TL
Çiğli - Yakakent Mahallesi,Daire | 3+1 | 8. Kat | 151 m²,41.000 TL
Konak - Barbaros Mahallesi,Daire | 1+1 | Yüksek giriş | 70 m²,30.000 TL
Menderes - Kemalpaşa Mahallesi,Daire | 2+1 | Yüksek giriş | 85 m²,20.000 TL
Bayraklı - Gümüşpala Mahallesi,Daire | 4+1 | 2. Kat | 160 m²,16.000 TL
Konak - Kılıç Reis Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,21.000 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 3+1 | 2. Kat | 100 m²,35.000 TL
Buca - Atatürk Mahallesi,Daire | 1+1 | Bahçe katı | 50 m²,18.000 TL
Buca - Efeler Mahallesi,Daire | 1+1 | Bahçe katı | 70 m²,21.000 TL
Urla - Sıra Mahallesi,Daire | 1+1 | 1. Kat | 40 m²,35.000 TL
Urla - Gülbahçe Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,30.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,25.000 TL
Torbalı - Ayrancılar Mahallesi,Daire | 1+1 | 1. Kat | 75 m²,20.000 TL
Karşıyaka - Tuna Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,25.000 TL
Gaziemir - Irmak Mahallesi,Daire | 3+1 | 1. Kat | 135 m²,40.000 TL
Karşıyaka - Bahriye Üçok Mahallesi,Daire | 3+1 | 5. Kat | 100 m²,27.500 TL
Gaziemir - Atıfbey Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,30.000 TL
Karşıyaka - Bahriye Üçok Mahallesi,Daire | 3+1 | 3. Kat | 125 m²,28.000 TL
Buca - Hürriyet Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,29.000 TL
Tire - Hürriyet Mahallesi,Daire | 3+1 | 3. Kat | 148 m²,25.000 TL
Tire - Adnan Menderes Mahallesi,Daire | 1+1 | 2. Kat | 78 m²,19.000 TL
Karşıyaka - Donanmacı Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,27.500 TL
Menderes - Barbaros Mahallesi,Daire | 3+1 | Çatı Dubleks | 170 m²,38.000 TL
Karabağlar - Kazım Karabekir Mahallesi,Daire | 1+1 | Yüksek giriş | 85 m²,18.500 TL
Bornova - Evka 4 Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,40.000 TL
Bornova - Kazımdirik Mahallesi,Daire | 3+1 | 6. Kat | 146 m²,41.000 TL
Çiğli - Küçük Çiğli Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,15.000 TL
Seferihisar - Atatürk Mahallesi,Daire | 2+1 | Bahçe katı | 100 m²,33.000 TL40.000 TL
Karşıyaka - Yalı Mahallesi,Daire | 3+1 | 2. Kat | 176 m²,69.000 TL
Menemen - İnönü Mahallesi,Daire | 1+1 | Yüksek giriş | 50 m²,19.000 TL
Torbalı - Cumhuriyet Mahallesi,Daire | 2+1 | 8. Kat | 95 m²,15.000 TL
Bornova - Evka 4 Mahallesi,Daire | 3+1 | 4. Kat | 98 m²,20.000 TL
Bornova - Kazımdirik Mahallesi,Daire | 1+1 | 12. Kat | 43 m²,40.000 TL
Çeşme - İsmet İnönü Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,90.000 TL
Çeşme - Alaçatı Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,120.000 TL
Çeşme - Dalyan Mahallesi,Daire | 2+1 | 2. Kat | 60 m²,35.000 TL
Konak - Kahramanlar Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,30.000 TL
Karabağlar - General Kazım Özalp Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,32.500 TL
Seferihisar - Sığacık Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,50.000 TL
Seferihisar - Camikebir Mahallesi,Daire | 1+1 | Yüksek giriş | 60 m²,18.000 TL
Bergama - Gaziosmanpaşa Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 120 m²,20.000 TL
Bergama - Maltepe Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,30.000 TL
Torbalı - Muratbey Mahallesi,Daire | 3+1 | Çatı katı | 120 m²,23.000 TL
Bergama - Zafer Mahallesi,Daire | 2+1 | 4. Kat | 95 m²,22.000 TL
Çiğli - Uğur Mumcu Mahallesi,Daire | 1+1 | 9. Kat | 60 m²,23.500 TL
Karşıyaka - Donanmacı Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,28.000 TL
Çiğli - Balatçık Mahallesi,Daire | 2+1 | 4. Kat | 130 m²,26.000 TL
Tire - Hürriyet Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 70 m²,18.000 TL
Tire - Toki Mahallesi,Daire | 3+1 | 2. Kat | 150 m²,22.000 TL
Tire - Kurtuluş Mahallesi,Daire | 1+1 | Yüksek giriş | 60 m²,22.000 TL
Çiğli - Küçük Çiğli Mahallesi,Daire | 1+1 | 1. Kat | 72 m²,21.000 TL
Aliağa - Kazım Dirik Mahallesi,Daire | 2+1 | 5. Kat | 80 m²,32.000 TL
Aliağa - Şakran Hasbi Efendi Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,26.000 TL
Karşıyaka - Atakent Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,30.000 TL
Torbalı - Fevzi Çakmak Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,17.500 TL
Torbalı - Muratbey Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,19.000 TL
Torbalı - Torbalı Mahallesi,Daire | 3+1 | 3. Kat | 145 m²,22.000 TL
Konak - Turgut Reis Mahallesi,Daire | 1+1 | Yüksek giriş | 60 m²,20.000 TL
Çiğli - Yakakent Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,22.000 TL
Karşıyaka - İmbatlı Mahallesi,Daire | 4+1 | 3. Kat | 160 m²,35.000 TL
Balçova - Fevzi Çakmak Mahallesi,Daire | 3+1 | 1. Kat | 120 m²,29.000 TL
Dikili - Gazipaşa Mahallesi,Daire | 4+1 | 3. Kat | 135 m²,32.000 TL
Menemen - 29 Ekim Mahallesi,Daire | 1+1 | 4. Kat | 55 m²,21.000 TL
Bayraklı - Mansuroğlu Mahallesi,Daire | 3+1 | 6. Kat | 150 m²,37.000 TL
Buca - Atatürk Mahallesi,Daire | 1+1 | Yüksek giriş | 45 m²,14.500 TL
Menemen - İnönü Mahallesi,Daire | 2+1 | 3. Kat | 70 m²,20.000 TL
Menemen - 85. Yıl Cumhuriyet Mahallesi,Daire | 1+1 | 1. Kat | 45 m²,17.000 TL
Bornova - Atatürk Mahallesi,Daire | 3+1 | 1. Kat | 250 m²,45.000 TL
Buca - Adatepe Mahallesi,Daire | 1+1 | Yüksek giriş | 45 m²,15.500 TL
Bayraklı - Bayraklı Mahallesi,Daire | 3+1 | 4. Kat | 125 m²,20.000 TL
Aliağa - Yeni Mahallesi,Daire | 2+1 | Kot 2 (-2). Kat | 90 m²,25.000 TL
Buca - Menderes Mahallesi,Daire | 2+1 | 4. Kat | 130 m²,25.000 TL
Torbalı - Muratbey Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,22.000 TL
Buca - Laleli Mahallesi,Daire | 3+1 | 2. Kat | 110 m²,25.000 TL
Konak - Kılıç Reis Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,22.000 TL
Menderes - Gümüldür Fevzi Çakmak Mahallesi,Daire | 2+1 | 1. Kat | 105 m²,25.000 TL
Karşıyaka - Atakent Mahallesi,Daire | 3+1 | 4. Kat | 140 m²,35.000 TL
Karşıyaka - Alaybey Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,30.000 TL
Konak - Halkapınar Mahallesi,Daire | 4+1 | 26. Kat | 177 m²,130.000 TL
Karşıyaka - Goncalar Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,38.000 TL
Karşıyaka - Mavişehir Mahallesi,Daire | 1+1 | 11. Kat | 58 m²,36.000 TL
Buca - Atatürk Mahallesi,Daire | 1+1 | 3. Kat | 45 m²,19.000 TL
Karabağlar - Abdi İpekçi Mahallesi,Daire | 2+1 | Bahçe katı | 95 m²,16.000 TL
Çeşme - Musalla Mahallesi,Daire | 2+1 | 3. Kat | 70 m²,35.000 TL45.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 90 m²,25.000 TL
Konak - Zafertepe Mahallesi,Daire | 3+1 | Kot 2 (-2). Kat | 120 m²,30.000 TL
Karşıyaka - Cumhuriyet Mahallesi,Daire | 1+1 | 4. Kat | 75 m²,43.000 TL
Karabağlar - Sevgi Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,20.000 TL
Karabağlar - Bahar Mahallesi,Daire | 2+1 | Çatı katı | 95 m²,20.000 TL
Balçova - Korutürk Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,25.000 TL
Tire - Adnan Menderes Mahallesi,Daire | 1+1 | Yüksek giriş | 55 m²,17.500 TL
Tire - Hürriyet Mahallesi,Daire | 3+1 | 1. Kat | 135 m²,22.000 TL
Tire - Fatih Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,22.000 TL
Karabağlar - Esenlik Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,25.000 TL
Buca - Adatepe Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 110 m²,16.500 TL
Karşıyaka - Atakent Mahallesi,Daire | 3+1 | 4. Kat | 135 m²,56.000 TL
Bornova - Doğanlar Mahallesi,Daire | 1+1 | Bahçe katı | 60 m²,25.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | Bahçe katı | 75 m²,25.000 TL
Buca - Çamlık Mahallesi,Daire | 2+1 | 4. Kat | 75 m²,13.500 TL
Torbalı - Tepeköy Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,23.500 TL
Menemen - Uğur Mumcu Mahallesi,Daire | 1+1 | 5. Kat | 70 m²,19.500 TL
Bayraklı - Yamanlar Mahallesi,Daire | 3+1 | 2. Kat | 160 m²,30.000 TL
Buca - Buca Koop. Mahallesi,Daire | 2+1 | 7. Kat | 115 m²,20.000 TL
Karşıyaka - Tuna Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,22.000 TL
Menemen - İnönü Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,16.000 TL
Bornova - Barbaros Mahallesi,Daire | 2+1 | 5. Kat | 75 m²,31.000 TL
Bornova - Barbaros Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,23.000 TL
Çiğli - Balatçık Mahallesi,Daire | 3+1 | 4. Kat | 165 m²,46.000 TL
Karabağlar - Bozyaka Mahallesi,Daire | 1+1 | Çatı katı | 75 m²,16.500 TL
Karşıyaka - Örnekköy Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,26.000 TL
Karabağlar - Bahçelievler Mahallesi,Daire | 3+1 | 2. Kat | 145 m²,32.000 TL
Karşıyaka - Şemikler Mahallesi,Daire | 3+1 | Yüksek giriş | 110 m²,40.000 TL
Karşıyaka - Dedebaşı Mahallesi,Daire | 2+1 | 5. Kat | 85 m²,30.000 TL
Karşıyaka - Aksoy Mahallesi,Daire | 3+1 | 3. Kat | 160 m²,35.000 TL
Karşıyaka - Demirköprü Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,40.000 TL
Karşıyaka - Mavişehir Mahallesi,Daire | 4+1 | 11. Kat | 200 m²,95.000 TL
Bornova - Kazımdirik Mahallesi,Daire | 2+1 | 3. Kat | 130 m²,30.000 TL
Karşıyaka - İnönü Mahallesi,Daire | 3+1 | 3. Kat | 133 m²,27.000 TL
Menemen - 29 Ekim Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,28.000 TL
Karşıyaka - İnönü Mahallesi,Daire | 3+1 | 3. Kat | 133 m²,27.000 TL
Buca - Atatürk Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,17.000 TL
Karabağlar - Fahrettin Altay Mahallesi,Daire | 2+1 | Bahçe katı | 95 m²,27.000 TL
Gaziemir - Atıfbey Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,25.000 TL
Menemen - İnönü Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,16.000 TL
Bayraklı - Çiçek Mahallesi,Daire | 2+1 | 1. Kat | 74 m²,25.000 TL
Bayraklı - Osmangazi Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,24.000 TL
Bayraklı - Tepekule Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 85 m²,16.000 TL
Karabağlar - Basın Sitesi Mahallesi,Daire | 4+1 | 6. Kat | 200 m²,42.000 TL
Karşıyaka - Bahçelievler Mahallesi,Daire | 3+1 | 11. Kat | 140 m²,34.000 TL
Çiğli - Ataşehir Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,42.000 TL
Bornova - Erzene Mahallesi,Daire | 3+1 | Yüksek giriş | 137 m²,32.000 TL
Bayraklı - Cengizhan Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,21.000 TL
Narlıdere - Limanreis Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,33.000 TL
Tire - Toki Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,13.500 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | 2. Kat | 40 m²,14.500 TL
Menemen - Kemal Atatürk Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,26.000 TL28.000 TL
Buca - Yaylacık Mahallesi,Daire | 3+1 | 4. Kat | 130 m²,26.000 TL
Buca - Adatepe Mahallesi,Daire | 1+1 | 5. Kat | 50 m²,22.000 TL
Balçova - Eğitim Mahallesi,Daire | 2+1 | 3. Kat | 115 m²,30.000 TL
Buca - Atatürk Mahallesi,Daire | 3+1 | 4. Kat | 130 m²,27.000 TL
Bornova - Mevlana Mahallesi,Daire | 3+1 | Yüksek giriş | 95 m²,32.000 TL
Buca - Fırat Mahallesi,Daire | 3+1 | 7. Kat | 140 m²,32.000 TL
Buca - Vali Rahmi Bey Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,26.500 TL28.500 TL
Balçova - Çetin Emeç Mahallesi,Daire | 1+1 | 4. Kat | 70 m²,37.000 TL
Bornova - Gürpınar Mahallesi,Daire | 2+1 | Bahçe katı | 90 m²,15.000 TL
Buca - Kozağaç Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,25.000 TL
Çiğli - Balatçık Mahallesi,Daire | 1+1 | 6. Kat | 50 m²,21.000 TL
Balçova - Eğitim Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,30.000 TL32.000 TL
Güzelbahçe - Yalı Mahallesi,Daire | 3+1 | 3. Kat | 117 m²,40.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 50 m²,20.000 TL
Bornova - Mevlana Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,26.000 TL
Torbalı - Ayrancılar Mahallesi,Daire | 2+1 | 10. Kat | 105 m²,17.500 TL
Aliağa - Kurtuluş Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,30.000 TL
Çiğli - Uğur Mumcu Mahallesi,Daire | 1+1 | 3. Kat | 45 m²,22.000 TL
Konak - Altıntaş Mahallesi,Daire | 2+1 | 7. Kat | 85 m²,23.000 TL
Çiğli - İnönü Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,30.000 TL
Konak - Güzelyalı Mahallesi,Daire | 2+1 | 7. Kat | 80 m²,25.000 TL
Karabağlar - Yunus Emre Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,10.000 TL
Bornova - Kemalpaşa Mahallesi,Daire | 2+1 | Yüksek giriş | 75 m²,20.000 TL
Karşıyaka - Örnekköy Mahallesi,Daire | 3+1 | 3. Kat | 142 m²,40.000 TL
Bornova - Kızılay Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,35.000 TL
Karşıyaka - Donanmacı Mahallesi,Daire | 3+1 | 5. Kat | 130 m²,65.000 TL
Bayraklı - Mansuroğlu Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,37.000 TL
Bayraklı - Körfez Mahallesi,Daire | 3+1 | 1. Kat | 135 m²,39.000 TL
Buca - Çamlık Mahallesi,Daire | 3+1 | 2. Kat | 110 m²,17.000 TL
Foça - Mustafa Kemal Atatürk Mahallesi,Daire | 2+1 | 3. Kat | 145 m²,33.000 TL
Bornova - Atatürk Mahallesi,Daire | 3+1 | Bahçe katı | 110 m²,19.000 TL
Gaziemir - Hürriyet Mahallesi,Daire | 2+1 | 3. Kat | 145 m²,30.000 TL
Karşıyaka - Şemikler Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,34.000 TL
Bornova - Atatürk Mahallesi,Daire | 3+1 | 3. Kat | 100 m²,28.000 TL
Menemen - Kasımpaşa Mahallesi,Daire | 3+1 | 3. Kat | 122 m²,15.000 TL
Bayraklı - Cengizhan Mahallesi,Daire | 2+1 | 2. Kat | 70 m²,16.000 TL
Karşıyaka - İmbatlı Mahallesi,Daire | 2+1 | 8. Kat | 134 m²,34.000 TL
Karşıyaka - İmbatlı Mahallesi,Daire | 3+1 | 8. Kat | 150 m²,45.000 TL
Menemen - 9 Eylül Mahallesi,Daire | 2+1 | 1. Kat | 102 m²,28.000 TL
Bornova - İnönü Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 125 m²,35.000 TL
Seferihisar - Cumhuriyet Mahallesi,Daire | 3+1 | 2. Kat | 115 m²,22.000 TL
Torbalı - Ertuğrul Mahallesi,Daire | 3+1 | 1. Kat | 160 m²,38.000 TL
Karabağlar - Bahar Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,20.000 TL
Çiğli - Cumhuriyet Mahallesi,Daire | 3+1 | 5. Kat | 130 m²,35.000 TL
Buca - Kozağaç Mahallesi,Daire | 1+1 | Yüksek giriş | 38 m²,18.000 TL
Bayraklı - Adalet Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,38.000 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,35.000 TL
Buca - Mustafa Kemal Mahallesi,Daire | 2+1 | Yüksek giriş | 70 m²,14.500 TL
Seferihisar - Çolak İbrahim Bey Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,16.000 TL
Menemen - Ahıhıdır Mahallesi,Daire | 3+1 | 6. Kat | 140 m²,25.000 TL
Menemen - Ahıhıdır Mahallesi,Daire | 3+1 | 8. Kat | 140 m²,23.000 TL
Aliağa - Fatih Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,12.000 TL
Foça - Hacıveli Mahallesi,Daire | 3+1 | Çatı Dubleks | 130 m²,28.500 TL
Karşıyaka - Zübeyde Hanım Mahallesi,Daire | 3+1 | 7. Kat | 1.288 m²,35.000 TL
Torbalı - Fevzi Çakmak Mahallesi,Daire | 1 Oda | Düz Giriş (Zemin) | 42 m²,15.000 TL
Karşıyaka - Yalı Mahallesi,Daire | 3+1 | 2. Kat | 169 m²,89.000 TL
Karabağlar - Bozyaka Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,24.500 TL
Menderes - Gümüldür Cumhuriyet Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,25.000 TL
Karabağlar - Gülyaka Mahallesi,Daire | 3+1 | 1. Kat | 110 m²,20.000 TL
Buca - Yıldız Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 95 m²,19.000 TL
Bayraklı - Bayraklı Mahallesi,Daire | 3+1 | 5. Kat | 140 m²,25.500 TL
Gaziemir - Gazi Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,26.000 TL
Karşıyaka - Yalı Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,45.000 TL
Buca - Hürriyet Mahallesi,Daire | 1+1 | 3. Kat | 45 m²,18.000 TL
Konak - Alsancak Mahallesi,Daire | 1 Oda | 1. Kat | 65 m²,20.500 TL
Urla - Kalabak Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,45.000 TL
Karabağlar - Adnan Süvari Mahallesi,Daire | 3+1 | 5. Kat | 125 m²,38.000 TL
Karşıyaka - Tersane Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,22.000 TL
Balçova - Korutürk Mahallesi,Daire | 3+1 | Bahçe katı | 150 m²,30.000 TL
Buca - Hürriyet Mahallesi,Daire | 3+1 | Çatı Dubleks | 225 m²,40.000 TL
Menemen - Uğur Mumcu Mahallesi,Daire | 3+1 | Yüksek giriş | 145 m²,22.500 TL
Menemen - Uğur Mumcu Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,21.000 TL
Tire - Hürriyet Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,19.000 TL
Karşıyaka - Tuna Mahallesi,Daire | 3+1 | 5. Kat | 145 m²,30.000 TL
Konak - Alsancak Mahallesi,Daire | 3+1 | 8. Kat | 125 m²,60.000 TL
Bornova - Kazımdirik Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,41.000 TL
Karabağlar - Sarıyer Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,25.000 TL
Bergama - Fatih Mahallesi,Daire | 1+1 | Bahçe katı | 65 m²,19.000 TL
Bergama - Fatih Mahallesi,Daire | 2+1 | 3. Kat | 75 m²,19.000 TL
Güzelbahçe - Yelki Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,47.000 TL
Menemen - İsmet İnönü Mahallesi,Daire | 4+1 | Düz Giriş (Zemin) | 140 m²,22.000 TL
Torbalı - Muratbey Mahallesi,Daire | 3+1 | 4. Kat | 125 m²,24.000 TL
Torbalı - Türkmenköy Mahallesi,Daire | 1+1 | 1. Kat | 56 m²,15.000 TL
Buca - Dumlupınar Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,12.000 TL
Konak - Çankaya Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,26.000 TL
Karabağlar - General Kazım Özalp Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,28.500 TL
Karabağlar - Umut Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,12.000 TL
Buca - Adatepe Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,27.000 TL
Buca - Menderes Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,25.000 TL
Balçova - Eğitim Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,25.000 TL
Çiğli - Ataşehir Mahallesi,Daire | 3+1 | 4. Kat | 160 m²,48.000 TL
Konak - Güzelyalı Mahallesi,Daire | 3+1 | 5. Kat | 145 m²,20.000 TL26.000 TL
Buca - Çamlıkule Mahallesi,Daire | 2+0 | 4. Kat | 80 m²,16.000 TL
Seferihisar - Turabiye Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,17.500 TL
Çeşme - Boyalık Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,42.000 TL
Çeşme - Reisdere Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,230.000 TL
Aliağa - Atatürk Mahallesi,Daire | 3+1 | 3. Kat | 141 m²,27.000 TL
