location,information,sales_price
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 8. Kat | 50 m²,9.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,14.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 2+1 | Yüksek giriş | 120 m²,120.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 3+1 | 11. Kat | 145 m²,14.000 TL
Sarıçam - Buruk Cumhuriyet Mahallesi,Daire | 3+1 | 11. Kat | 150 m²,190.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 5. Kat | 55 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,11.000 TL
Seyhan - Sümer Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,13.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 1. Kat | 70 m²,17.500 TL
Sarıçam - Mehmet Akif Ersoy Mahallesi,Daire | 3+1 | 3. Kat | 110 m²,15.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 9. Kat | 55 m²,12.000 TL
Sarıçam - Buruk Cumhuriyet Mahallesi,Daire | 3+1 | 3. Kat | 110 m²,10.000 TL
Seyhan - Yenibaraj Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,14.000 TL
Çukurova - Belediye Evleri Mahallesi,Daire | 4+1 | 11. Kat | 200 m²,300.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 4+1 | 3. Kat | 210 m²,500.000 TL
Pozantı - Alpu Mahallesi,Daire | 4+1 | Kot 2 (-2). Kat | 500 m²,8.500.000 TL
Seyhan - Sarıhuğlar Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,16.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,19.999 TL
Pozantı - Alpu Mahallesi,Daire | 4+1 | Kot 2 (-2). Kat | 500 m²,8.500.000 TL
Seyhan - Sarıhuğlar Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,16.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,19.999 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,18.499 TL
Yüreğir - Sarıçam Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 90 m²,85.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 3+1 | 9. Kat | 150 m²,18.999 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,13.500 TL
Yüreğir - Özgür Mahallesi,Daire | 3+1 | 9. Kat | 145 m²,20.500 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | Yüksek giriş | 60 m²,16.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,19.500 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 3+1 | 3. Kat | 110 m²,25.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,13.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 2+1 | Yüksek giriş | 85 m²,16.750 TL
Seyhan - Pınar Mahallesi,Daire | 4+1 | 9. Kat | 200 m²,25.000 TL
Çukurova - Toros Mahallesi,Daire | 3+1 | 7. Kat | 185 m²,25.000 TL
Sarıçam - Sofudede Mahallesi,Daire | 2+1 | Yüksek giriş | 110 m²,90.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 2. Kat | 40 m²,9.100 TL
Seyhan - Cemalpaşa Mahallesi,Daire | 4+1 | 5. Kat | 210 m²,33.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,10.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 4+1 | 1. Kat | 190 m²,28.500 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 4+1 | 8. Kat | 210 m²,375.000 TL
Çukurova - Güzelyalı Mahallesi,Daire | 3+1 | 2. Kat | 190 m²,200.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 4. Kat | 40 m²,7.500 TL
Seyhan - Tellidere Mahallesi,Daire | 2+1 | 3. Kat | 160 m²,93.000 TL99.900 TL
Çukurova - Beyazevler Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,15.000 TL16.000 TL
Çukurova - Toros Mahallesi,Daire | 3+1 | 8. Kat | 165 m²,16.800 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 11. Kat | 100 m²,18.500 TL
Çukurova - Toros Mahallesi,Daire | 3+1 | 7. Kat | 175 m²,30.000 TL
Seyhan - Demetevler Mahallesi,Daire | 2+1 | Yüksek giriş | 120 m²,10.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 3+1 | 11. Kat | 120 m²,16.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 2. Kat | 65 m²,6.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | Stüdyo | 2. Kat | 45 m²,7.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 2. Kat | 60 m²,7.000 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 3+1 | 4. Kat | 135 m²,21.000 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | Çatı katı | 120 m²,6.000 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | 4. Kat | 65 m²,6.000 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | Yüksek giriş | 65 m²,8.500 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 2. Kat | 55 m²,5.000 TL6.000 TL
Seyhan - Sümer Mahallesi,Daire | 2+1 | 3. Kat | 105 m²,10.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | Çatı katı | 85 m²,7.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | Yüksek giriş | 60 m²,5.500 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | Yüksek giriş | 60 m²,5.500 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | Stüdyo | 1. Kat | 65 m²,7.000 TL
Çukurova - Güzelyalı Mahallesi,Daire | Stüdyo | Bahçe katı | 50 m²,10.000 TL
Çukurova - Güzelyalı Mahallesi,Daire | Stüdyo | Yüksek giriş | 45 m²,10.000 TL
Seyhan - Karasoku Mahallesi,Daire | Stüdyo | 4. Kat | 65 m²,5.500 TL6.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 2. Kat | 60 m²,5.000 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | 4. Kat | 65 m²,7.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | Stüdyo | 2. Kat | 55 m²,6.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 2. Kat | 55 m²,6.000 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,6.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 2. Kat | 55 m²,3.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | Stüdyo | 2. Kat | 60 m²,4.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 2. Kat | 55 m²,6.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 3. Kat | 40 m²,6.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,7.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 5. Kat | 55 m²,4.000 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,6.000 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,7.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | Stüdyo | 2. Kat | 50 m²,6.000 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,6.000 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,7.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | Stüdyo | 2. Kat | 50 m²,6.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 5. Kat | 45 m²,6.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,9.000 TL
Seyhan - Sümer Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,10.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 3+1 | 4. Kat | 160 m²,240.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 3+1 | 11. Kat | 140 m²,400.000 TL
Çukurova - Belediye Evleri Mahallesi,Daire | 3+1 | 9. Kat | 100 m²,300.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 6. Kat | 45 m²,15.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,10.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 14. Kat | 95 m²,10.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 13. Kat | 60 m²,14.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 4. Kat | 45 m²,10.500 TL
Çukurova - Toros Mahallesi,Daire | 1+1 | Yüksek giriş | 45 m²,10.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,13.000 TL
Çukurova - Toros Mahallesi,Daire | 1.5+1 | Yüksek giriş | 55 m²,12.000 TL
Sarıçam - Yıldırım Beyazıt Mahallesi,Daire | 2+1 | 14. Kat | 75 m²,200.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1.5+1 | 8. Kat | 65 m²,16.500 TL
Sarıçam - Osmangazi Mahallesi,Daire | 3+1 | 6. Kat | 120 m²,16.000 TL
Sarıçam - Göztepe Mahallesi,Daire | 3+1 | 2. Kat | 125 m²,8.750 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 9. Kat | 90 m²,13.800 TL
Çukurova - Belediye Evleri Mahallesi,Daire | 3+1 | 12. Kat | 165 m²,25.000 TL
Seyhan - Fevzipaşa Mahallesi,Daire | 2+1 | 2. Kat | 130 m²,15.000 TL
Çukurova - Toros Mahallesi,Daire | 3+1 | 10. Kat | 175 m²,25.500 TL
Seyhan - Tellidere Mahallesi,Daire | 3+1 | 8. Kat | 150 m²,28.000 TL
Seyhan - Mithatpaşa Mahallesi,Daire | 2+1 | 10. Kat | 145 m²,23.500 TL
Çukurova - Huzurevleri Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 80 m²,18.000 TL
Çukurova - Toros Mahallesi,Daire | 1+1 | Yüksek giriş | 60 m²,12.000 TL
Seyhan - Sümer Mahallesi,Daire | 1 Oda | 2. Kat | 45 m²,9.500 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,13.000 TL
Sarıçam - Göztepe Mahallesi,Daire | 3+1 | 4. Kat | 149 m²,9.500 TL
Çukurova - Karslılar Mahallesi,Daire | 2+1 | Yüksek giriş | 120 m²,23.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 11. Kat | 60 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,9.000 TL
Seyhan - Sümer Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,10.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 3+1 | 4. Kat | 160 m²,240.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 3+1 | 11. Kat | 140 m²,400.000 TL
Çukurova - Belediye Evleri Mahallesi,Daire | 3+1 | 9. Kat | 100 m²,300.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 6. Kat | 45 m²,15.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,10.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 14. Kat | 95 m²,10.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 13. Kat | 60 m²,14.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 4. Kat | 45 m²,10.500 TL
Çukurova - Toros Mahallesi,Daire | 1+1 | Yüksek giriş | 45 m²,10.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,13.000 TL
Çukurova - Toros Mahallesi,Daire | 1.5+1 | Yüksek giriş | 55 m²,12.000 TL
Sarıçam - Yıldırım Beyazıt Mahallesi,Daire | 2+1 | 14. Kat | 75 m²,200.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1.5+1 | 8. Kat | 65 m²,16.500 TL
Sarıçam - Osmangazi Mahallesi,Daire | 3+1 | 6. Kat | 120 m²,16.000 TL
Sarıçam - Göztepe Mahallesi,Daire | 3+1 | 2. Kat | 125 m²,8.750 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 9. Kat | 90 m²,13.800 TL
Çukurova - Belediye Evleri Mahallesi,Daire | 3+1 | 12. Kat | 165 m²,25.000 TL
Seyhan - Fevzipaşa Mahallesi,Daire | 2+1 | 2. Kat | 130 m²,15.000 TL
Çukurova - Toros Mahallesi,Daire | 3+1 | 10. Kat | 175 m²,25.500 TL
Seyhan - Tellidere Mahallesi,Daire | 3+1 | 8. Kat | 150 m²,28.000 TL
Seyhan - Mithatpaşa Mahallesi,Daire | 2+1 | 10. Kat | 145 m²,23.500 TL
Çukurova - Huzurevleri Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 80 m²,18.000 TL
Çukurova - Toros Mahallesi,Daire | 1+1 | Yüksek giriş | 60 m²,12.000 TL
Seyhan - Sümer Mahallesi,Daire | 1 Oda | 2. Kat | 45 m²,9.500 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,13.000 TL
Sarıçam - Göztepe Mahallesi,Daire | 3+1 | 4. Kat | 149 m²,9.500 TL
Çukurova - Karslılar Mahallesi,Daire | 2+1 | Yüksek giriş | 120 m²,23.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 11. Kat | 60 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,9.000 TL
Seyhan - Sümer Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,10.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 3+1 | 4. Kat | 160 m²,240.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 3+1 | 11. Kat | 140 m²,400.000 TL
Çukurova - Belediye Evleri Mahallesi,Daire | 3+1 | 9. Kat | 100 m²,300.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 6. Kat | 45 m²,15.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,10.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 14. Kat | 95 m²,10.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 13. Kat | 60 m²,14.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 4. Kat | 45 m²,10.500 TL
Çukurova - Toros Mahallesi,Daire | 1+1 | Yüksek giriş | 45 m²,10.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,13.000 TL
Çukurova - Toros Mahallesi,Daire | 1.5+1 | Yüksek giriş | 55 m²,12.000 TL
Sarıçam - Yıldırım Beyazıt Mahallesi,Daire | 2+1 | 14. Kat | 75 m²,200.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1.5+1 | 8. Kat | 65 m²,16.500 TL
Sarıçam - Osmangazi Mahallesi,Daire | 3+1 | 6. Kat | 120 m²,16.000 TL
Sarıçam - Göztepe Mahallesi,Daire | 3+1 | 2. Kat | 125 m²,8.750 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 9. Kat | 90 m²,13.800 TL
Çukurova - Belediye Evleri Mahallesi,Daire | 3+1 | 12. Kat | 165 m²,25.000 TL
Seyhan - Fevzipaşa Mahallesi,Daire | 2+1 | 2. Kat | 130 m²,15.000 TL
Çukurova - Toros Mahallesi,Daire | 3+1 | 10. Kat | 175 m²,25.500 TL
Seyhan - Tellidere Mahallesi,Daire | 3+1 | 8. Kat | 150 m²,28.000 TL
Seyhan - Mithatpaşa Mahallesi,Daire | 2+1 | 10. Kat | 145 m²,23.500 TL
Çukurova - Huzurevleri Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 80 m²,18.000 TL
Çukurova - Toros Mahallesi,Daire | 1+1 | Yüksek giriş | 60 m²,12.000 TL
Seyhan - Sümer Mahallesi,Daire | 1 Oda | 2. Kat | 45 m²,9.500 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,13.000 TL
Sarıçam - Göztepe Mahallesi,Daire | 3+1 | 4. Kat | 149 m²,9.500 TL
Çukurova - Karslılar Mahallesi,Daire | 2+1 | Yüksek giriş | 120 m²,23.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 11. Kat | 60 m²,10.000 TL
