location,information,sales_price
Seyhan - Gürselpaşa Mahallesi,Daire | 2.5+1 | 5. Kat | 135 m²,270.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,25.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 2+1 | 6. Kat | 120 m²,20.000 TL
Seyhan - Pınar Mahallesi,Daire | 4+1 | 2. Kat | 240 m²,450.000 TL
Seyhan - Yenibaraj Mahallesi,Daire | 1+1 | 5. Kat | 50 m²,13.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 2+1 | 2. Kat | 135 m²,230.000 TL
Seyhan - Tellidere Mahallesi,Daire | 3+1 | 10. Kat | 160 m²,250.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 3. Kat | 45 m²,12.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 3. Kat | 45 m²,19.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 2.5+1 | 5. Kat | 135 m²,270.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 3+1 | 7. Kat | 180 m²,260.000 TL
Çukurova - Yurt Mahallesi,Daire | 4+1 | 6. Kat | 250 m²,450.000 TL
Yüreğir - Atakent Mahallesi,Daire | 2+1 | 6. Kat | 100 m²,15.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,15.000 TL16.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,13.500 TL
Sarıçam - Mehmet Akif Ersoy Mahallesi,Daire | 2+1 | 4. Kat | 75 m²,2.930.000 TL
Seyhan - Cemalpaşa Mahallesi,Daire | 3+1 | 3. Kat | 145 m²,33.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | Stüdyo | 2. Kat | 40 m²,7.000 TL7.500 TL
Seyhan - Bahçeşehir Mahallesi,Daire | 5+1 | Bahçe dublex | 360 m²,40.000 TL
Çukurova - Toros Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,20.000 TL
Seyhan - İsmetpaşa Mahallesi,Daire | 2+1 | 1. Kat | 130 m²,23.000 TL
Çukurova - Yurt Mahallesi,Daire | 3+1 | 7. Kat | 150 m²,169.000 TL185.000 TL
Sarıçam - Boynuyoğun Mahallesi,Daire | 3+1 | 10. Kat | 130 m²,14.000 TL
Yüreğir - Atakent Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,12.500 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 5. Kat | 50 m²,8.500 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,15.000 TL
Çukurova - Kabasakal Mahallesi,Daire | 4+1 | 4. Kat | 200 m²,36.500 TL
Sarıçam - Mehmet Akif Ersoy Mahallesi,Daire | 2+1 | 11. Kat | 85 m²,15.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | Yüksek giriş | 32 m²,11.500 TL
Seyhan - 2000 Evler Mahallesi,Daire | 2+1 | 11. Kat | 100 m²,20.000 TL23.000 TL
Seyhan - Mithatpaşa Mahallesi,Daire | 2+1 | 9. Kat | 120 m²,195.000 TL
Seyhan - Tellidere Mahallesi,Daire | 2+1 | 14. Kat | 145 m²,22.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 2+1 | 11. Kat | 225 m²,22.000 TL
Sarıçam - Hürriyet Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,9.800 TL11.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,11.000 TL
Seyhan - Karakuyu Mahallesi,Daire | 3+1 | Yüksek giriş | 145 m²,13.500 TL15.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 3. Kat | 40 m²,8.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | Yüksek giriş | 30 m²,7.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 2. Kat | 40 m²,8.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 4+1 | 9. Kat | 190 m²,22.500 TL
Çukurova - Yurt Mahallesi,Daire | 3+1 | 6. Kat | 190 m²,270.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 2. Kat | 35 m²,7.500 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | Yüksek giriş | 32 m²,11.500 TL
Seyhan - Reşatbey Mahallesi,Daire | 2+1 | 6. Kat | 80 m²,29.000 TL
Çukurova - Yurt Mahallesi,Daire | 3+1 | 2. Kat | 155 m²,25.000 TL
Yüreğir - Yenidoğan Mahallesi,Daire | 3+1 | Yüksek giriş | 138 m²,160.000 TL
Çukurova - Belediye Evleri Mahallesi,Daire | 3+1 | 11. Kat | 160 m²,25.000 TL27.500 TL
Çukurova - Huzurevleri Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,27.500 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 1+1 | 8. Kat | 70 m²,18.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,25.500 TL27.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 1+1 | 6. Kat | 50 m²,18.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 1. Kat | 70 m²,20.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,23.000 TL
Çukurova - Toros Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,18.000 TL
Seyhan - Cemalpaşa Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,360.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 5+1 | 5. Kat | 250 m²,550.000 TL
Seyhan - Aydınlar Mahallesi,Daire | 3+1 | 8. Kat | 170 m²,300.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 8. Kat | 45 m²,15.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,15.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 3+1 | 10. Kat | 135 m²,17.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 3+1 | 11. Kat | 110 m²,15.000 TL
Çukurova - Karslılar Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,20.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 1+1 | 4. Kat | 65 m²,28.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | Yüksek giriş | 50 m²,17.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,33.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 3. Kat | 40 m²,8.500 TL
Çukurova - Güzelyalı Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,18.000 TL
Çukurova - Güzelyalı Mahallesi,Daire | 1+1 | 4. Kat | 65 m²,19.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,9.000 TL10.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 5+1 | 5. Kat | 250 m²,550.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 45 m²,13.500 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 10. Kat | 45 m²,10.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 8. Kat | 85 m²,8.500 TL
Çukurova - Karslılar Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,14.500 TL
Çukurova - Beyazevler Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,30.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 2+1 | 5. Kat | 95 m²,21.000 TL
Sarıçam - Boynuyoğun Mahallesi,Daire | 3+1 | 6. Kat | 140 m²,12.000 TL
Seyhan - Tellidere Mahallesi,Daire | 2+1 | 2. Kat | 115 m²,200.000 TL
Seyhan - Yenibaraj Mahallesi,Daire | 1+1 | 2. Kat | 70 m²,23.000 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 3+1 | 12. Kat | 125 m²,240.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 3+1 | 1. Kat | 155 m²,185.000 TL
Çukurova - Toros Mahallesi,Daire | 3+1 | Yüksek giriş | 135 m²,15.500 TL
Seyhan - Kuruköprü Mahallesi,Daire | Stüdyo | 5. Kat | 45 m²,9.000 TL
Çukurova - Güzelyalı Mahallesi,Daire | 1+1 | Kot 1 (-1). Kat | 45 m²,12.000 TL13.000 TL
Seyhan - İsmetpaşa Mahallesi,Daire | 2+1 | 9. Kat | 115 m²,235.000 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 3+1 | 5. Kat | 150 m²,300.000 TL
Seyhan - Kuruköprü Mahallesi,Daire | Stüdyo | 5. Kat | 45 m²,9.000 TL
Seyhan - İsmetpaşa Mahallesi,Daire | 2+1 | 9. Kat | 115 m²,235.000 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 3+1 | 5. Kat | 150 m²,300.000 TL
Seyhan - Kuruköprü Mahallesi,Daire | Stüdyo | 5. Kat | 45 m²,9.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 2+1 | 1. Kat | 70 m²,22.500 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 70 m²,12.500 TL
Kozan - Şevkiye Mahallesi,Daire | 3+1 | 1. Kat | 175 m²,12.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 11. Kat | 50 m²,7.500 TL
Sarıçam - Sofudede Mahallesi,Daire | 3+1 | 7. Kat | 120 m²,13.500 TL
Sarıçam - Sofudede Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,7.000 TL
Yüreğir - PTT Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,22.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 7. Kat | 100 m²,12.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1.5+1 | 8. Kat | 55 m²,15.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 7. Kat | 90 m²,15.000 TL
Yüreğir - Kazım Karabekir Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 180 m²,12.000 TL
Sarıçam - Sofudede Mahallesi,Daire | 1+1 | 2. Kat | 48 m²,14.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 2+1 | 11. Kat | 140 m²,23.000 TL
Seyhan - Kurtuluş Mahallesi,Daire | 3+1 | 5. Kat | 210 m²,47.500 TL
Seyhan - Yeşilyurt Mahallesi,Daire | Stüdyo | 2. Kat | 35 m²,9.500 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 3+1 | 10. Kat | 120 m²,17.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 3+1 | 4. Kat | 140 m²,25.000 TL
Seyhan - Sümer Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,13.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 3+1 | 8. Kat | 200 m²,26.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,16.000 TL
Kozan - Karacaoğlan Mahallesi,Daire | 3+1 | 7. Kat | 170 m²,22.000 TL
Seyhan - Reşatbey Mahallesi,Daire | 3+1 | 4. Kat | 135 m²,220.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 11. Kat | 60 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 3+1 | 13. Kat | 110 m²,16.500 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | Stüdyo | 1. Kat | 45 m²,8.500 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 10. Kat | 70 m²,14.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,13.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 1. Kat | 80 m²,20.000 TL
Çukurova - Güzelyalı Mahallesi,Daire | 3+1 | 2. Kat | 170 m²,29.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 1+1 | 6. Kat | 50 m²,20.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,23.000 TL
Seyhan - Yenibaraj Mahallesi,Daire | Stüdyo | 4. Kat | 50 m²,10.000 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,7.000 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,12.000 TL
Kozan - Karacaoğlan Mahallesi,Daire | 2+1 | 6. Kat | 130 m²,9.000 TL10.000 TL
Seyhan - Namık Kemal Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,16.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 3+1 | 8. Kat | 210 m²,325.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 1+1 | Bahçe katı | 75 m²,20.500 TL
Seyhan - Barış Mahallesi,Daire | 2+1 | 6. Kat | 120 m²,260.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 8. Kat | 55 m²,11.500 TL
Sarıçam - Yeni Mahallesi,Daire | 2+1 | 3. Kat | 86 m²,170.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 3+1 | 5. Kat | 210 m²,35.000 TL
Çukurova - Kurttepe Mahallesi,Daire | 3+1 | Yüksek giriş | 140 m²,20.500 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 3. Kat | 45 m²,6.000 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 3+1 | 4. Kat | 125 m²,30.000 TL
Çukurova - Yurt Mahallesi,Daire | 4+1 | 2. Kat | 220 m²,30.000 TL
Çukurova - Kabasakal Mahallesi,Daire | 3+1 | 2. Kat | 175 m²,25.000 TL
Yüreğir - Atakent Mahallesi,Daire | 2+1 | 5. Kat | 120 m²,13.000 TL14.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,120.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 4. Kat | 45 m²,18.500 TL
Sarıçam - Çınarlı Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 120 m²,225.000.000 TL240.000.000 TL
Seyhan - Gazipaşa Mahallesi,Daire | 2.5+1 | 3. Kat | 115 m²,30.000 TL35.000 TL
Seyhan - Reşatbey Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,19.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 8. Kat | 45 m²,15.000 TL
Seyhan - Aydınlar Mahallesi,Daire | 4+1 | 6. Kat | 180 m²,32.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,13.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | Stüdyo | 2. Kat | 45 m²,9.000 TL
Seyhan - Aydınlar Mahallesi,Daire | 4+1 | 6. Kat | 180 m²,32.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,13.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | Stüdyo | 2. Kat | 45 m²,9.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 3+1 | 2. Kat | 175 m²,23.500 TL25.000 TL
Seyhan - Kuruköprü Mahallesi,Daire | Stüdyo | 5. Kat | 55 m²,9.000 TL
Seyhan - Sümer Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,14.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 7. Kat | 55 m²,8.000 TL
Çukurova - Karslılar Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,20.000 TL
Seyhan - Kuruköprü Mahallesi,Daire | Stüdyo | 5. Kat | 55 m²,8.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 1. Kat | 40 m²,5.000 TL
Seyhan - Kuruköprü Mahallesi,Daire | 1 Oda | 5. Kat | 55 m²,9.000 TL
Çukurova - Karslılar Mahallesi,Daire | 3+1 | 1. Kat | 185 m²,23.000 TL25.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 7. Kat | 50 m²,13.500 TL
Sarıçam - Boynuyoğun Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,11.500 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,23.500 TL25.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 5. Kat | 42 m²,12.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 8. Kat | 60 m²,16.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 3+1 | 11. Kat | 100 m²,14.000 TL
Seyhan - Barış Mahallesi,Daire | 3+1 | 3. Kat | 125 m²,135.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 2+1 | 1. Kat | 210 m²,13.500 TL
Seyhan - Yenibaraj Mahallesi,Daire | 1+1 | 7. Kat | 50 m²,16.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 1+1 | Çatı katı | 65 m²,15.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | Stüdyo | 2. Kat | 40 m²,9.000 TL
Çukurova - Toros Mahallesi,Daire | 2+1 | 14. Kat | 100 m²,254.000 TL
Seyhan - Tellidere Mahallesi,Daire | 2+1 | 10. Kat | 110 m²,25.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,19.000 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 1+1 | Bahçe katı | 60 m²,12.500 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,29.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,28.250 TL
Seyhan - Bahçeşehir Mahallesi,Daire | 3+1 | 3. Kat | 200 m²,20.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,28.250 TL
Seyhan - Bahçeşehir Mahallesi,Daire | 3+1 | 3. Kat | 200 m²,20.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 1+1 | Yüksek giriş | 55 m²,9.000 TL
Çukurova - Yurt Mahallesi,Daire | 3+1 | 7. Kat | 170 m²,22.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 2+1 | 1. Kat | 75 m²,156.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 3+1 | 10. Kat | 110 m²,10.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 2+1 | 3. Kat | 60 m²,11.750 TL
Seyhan - Yenibaraj Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,11.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 3+1 | 11. Kat | 220 m²,28.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 2. Kat | 45 m²,8.750 TL
Seyhan - Gazipaşa Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 60 m²,13.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 3. Kat | 45 m²,18.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,15.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,18.500 TL
Seyhan - Reşatbey Mahallesi,Daire | 4+1 | 3. Kat | 220 m²,350.000 TL
Sarıçam - Suluca Mahallesi,Daire | 3+1 | 10. Kat | 135 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 5. Kat | 50 m²,8.500 TL
Seyhan - Gülpınar Mahallesi,Daire | 2+1 | 2. Kat | 135 m²,10.000 TL90.000 TL
Seyhan - Tellidere Mahallesi,Daire | 1+1 | 2. Kat | 80 m²,22.000 TL
Seyhan - Pınar Mahallesi,Daire | 2+1 | 6. Kat | 105 m²,250.000 TL
Seyhan - Yeşilevler Mahallesi,Daire | 3+1 | Yüksek giriş | 220 m²,150.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 1. Kat | 40 m²,18.500 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 3. Kat | 40 m²,18.500 TL
Sarıçam - Yavuz Sultan Selim Mahallesi,Daire | 3+1 | 3. Kat | 190 m²,125.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 3+1 | 15. Kat | 155 m²,13.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 3+1 | 12. Kat | 140 m²,19.000 TL
Çukurova - Belediye Evleri Mahallesi,Daire | 3+1 | 12. Kat | 185 m²,249.999 TL
Kozan - Cumhuriyet Mahallesi,Daire | 3+1 | 5. Kat | 145 m²,18.000 TL
Kozan - Karacaoğlan Mahallesi,Daire | 4+1 | 6. Kat | 160 m²,13.000 TL
Kozan - Tavşantepe Mahallesi,Daire | 3+0 | 3. Kat | 135 m²,7.500 TL
Çukurova - Belediye Evleri Mahallesi,Daire | 3+1 | 4. Kat | 160 m²,20.000 TL
Sarıçam - Yeni Mahallesi,Daire | 3+1 | 2. Kat | 300 m²,15.000 TL
Sarıçam - Çınarlı Mahallesi,Daire | 1+1 | 7. Kat | 50 m²,8.000 TL
Seyhan - Tellidere Mahallesi,Daire | 1+1 | 1. Kat | 70 m²,18.000 TL
Seyhan - İsmetpaşa Mahallesi,Daire | 3+1 | 7. Kat | 180 m²,230.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 6. Kat | 55 m²,19.000 TL
Sarıçam - Çınarlı Mahallesi,Daire | 1+1 | 8. Kat | 70 m²,14.000 TL
Sarıçam - Mehmet Akif Ersoy Mahallesi,Daire | 4+1 | 4. Kat | 140 m²,230.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 2+1 | 1. Kat | 130 m²,141.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 2+1 | 5. Kat | 120 m²,23.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 1+1 | 5. Kat | 65 m²,25.000 TL
Seyhan - Cemalpaşa Mahallesi,Daire | 2+1 | 13. Kat | 110 m²,540.000 TL
Seyhan - Namık Kemal Mahallesi,Daire | 3+1 | Bahçe katı | 160 m²,150.000 TL
Seyhan - İsmetpaşa Mahallesi,Daire | 3+1 | 3. Kat | 200 m²,190.000 TL
Sarıçam - Sofudede Mahallesi,Daire | 1+1 | 6. Kat | 45 m²,7.000 TL7.500 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 1+1 | 5. Kat | 65 m²,26.400 TL
Sarıçam - Göztepe Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,14.000 TL
Seyhan - Aydınlar Mahallesi,Daire | 3+1 | 2. Kat | 165 m²,31.500 TL
Seyhan - Pınar Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,250.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 3+1 | 8. Kat | 130 m²,150.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,14.500 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 3+1 | 12. Kat | 155 m²,240.000 TL
Seyhan - Aydınlar Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,26.500 TL
Seyhan - Aydınlar Mahallesi,Daire | 3+1 | 5. Kat | 140 m²,26.500 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 3+1 | 12. Kat | 125 m²,240.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 1+1 | 7. Kat | 75 m²,24.500 TL
Seyhan - Pınar Mahallesi,Daire | 3+1 | 15. Kat | 160 m²,35.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 3+1 | 6. Kat | 150 m²,20.000 TL
Seyhan - Aydınlar Mahallesi,Daire | 4+1 | 2. Kat | 180 m²,30.000 TL
Seyhan - Pınar Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,30.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 3+1 | 6. Kat | 150 m²,20.000 TL
Seyhan - Aydınlar Mahallesi,Daire | 4+1 | 2. Kat | 180 m²,30.000 TL
Seyhan - Pınar Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,30.000 TL
Sarıçam - Menekşe Mahallesi,Daire | 4+1 | Kot 4 (-4). Kat | 150 m²,24.000 TL26.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 3+1 | 8. Kat | 160 m²,150.000 TL
Seyhan - İsmetpaşa Mahallesi,Daire | 2+1 | 7. Kat | 160 m²,20.000 TL23.000 TL
Sarıçam - Mehmet Akif Ersoy Mahallesi,Daire | 3+1 | 9. Kat | 110 m²,195.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | Kot 3 (-3). Kat | 60 m²,9.000 TL
Çukurova - Toros Mahallesi,Daire | 2+1 | 13. Kat | 110 m²,25.000 TL
Sarıçam - Ertuğrulgazi Mahallesi,Daire | 1+1 | Yüksek giriş | 65 m²,7.500 TL
Çukurova - Güzelyalı Mahallesi,Daire | 3+1 | 1. Kat | 180 m²,17.500 TL
Sarıçam - Göztepe Mahallesi,Daire | 3+1 | 1. Kat | 120 m²,8.500 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 3+1 | 12. Kat | 160 m²,27.500 TL
Seyhan - Yenibaraj Mahallesi,Daire | 1+1 | Yüksek giriş | 50 m²,14.000 TL
Seyhan - Sümer Mahallesi,Daire | 2+1 | 9. Kat | 120 m²,13.500 TL
Çukurova - Toros Mahallesi,Daire | 3+1 | 1. Kat | 170 m²,205.000 TL
Çukurova - Toros Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,145.000 TL
Çukurova - Toros Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 100 m²,19.000 TL
Seyhan - Tellidere Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,28.500 TL
Çukurova - Toros Mahallesi,Daire | 3+1 | 5. Kat | 160 m²,25.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 2+1 | 6. Kat | 90 m²,27.500 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 4. Kat | 55 m²,25.000 TL27.000 TL
Seyhan - Cemalpaşa Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,350.000 TL
Seyhan - Cemalpaşa Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,295.000 TL
Seyhan - Yeşiloba Mahallesi,Daire | 3+1 | 6. Kat | 165 m²,20.000 TL22.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | Stüdyo | 2. Kat | 30 m²,9.000 TL
Sarıçam - Kemalpaşa Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,10.000 TL
Seyhan - Pınar Mahallesi,Daire | 3+1 | 1. Kat | 120 m²,25.000 TL
Sarıçam - Mehmet Akif Ersoy Mahallesi,Daire | 3+1 | 5. Kat | 110 m²,15.000 TL
Sarıçam - Menekşe Mahallesi,Daire | 4+1 | 7. Kat | 210 m²,280.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | Yüksek giriş | 44 m²,10.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,15.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,27.000 TL29.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | Stüdyo | 3. Kat | 40 m²,7.000 TL7.500 TL
Çukurova - Güzelyalı Mahallesi,Daire | 3+1 | 10. Kat | 165 m²,26.500 TL
Çukurova - Huzurevleri Mahallesi,Daire | 4+1 | 5. Kat | 220 m²,35.000 TL
Seyhan - Aydınlar Mahallesi,Daire | 3+1 | 7. Kat | 150 m²,28.000 TL
